id,origin,created_at,updated_at,area,charter,test_data,scale,actions,expected,actual,status,severity,defect_id,fix,regression,evidence,notes
UAT-046,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,タブ・2ペイン,keeps full and diff file headers directly below the sticky document tabs,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"uat-regressions.spec.ts:722 のユーザーフローを実行し、expect(diff.locator(""[data-diffs-header][data-sticky]""))を観測","expect(diff.locator(""[data-diffs-header][data-sticky]"")).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:722,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-047,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,タブ・2ペイン,starts a newly activated document at the top of its pane,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"uat-regressions.spec.ts:763 のユーザーフローを実行し、expect(longDocument.locator('[data-line=""42""]'))を観測","expect(longDocument.locator('[data-line=""42""]')).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:763,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-048,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,reopens an inline thread consistently after it changes while unmounted,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,uat-regressions.spec.ts:811 のユーザーフローを実行し、expect(created.ok())を観測,expect(created.ok()).toBe(true) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:811,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-049,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,文書閲覧,explains that full view is unavailable for a deleted file,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"uat-regressions.spec.ts:838 のユーザーフローを実行し、expect(page.getByText(""全文は利用できません"", { exact: false }))を観測","expect(page.getByText(""全文は利用できません"", { exact: false })).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:838,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-050,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,タブ・2ペイン,keeps activated overflow tabs visible and supports tablist arrow keys,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,uat-regressions.spec.ts:863 のユーザーフローを実行し、expect(activeLastTab)を観測,"expect(activeLastTab).toHaveAttribute(""aria-selected"", ""true"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:863,matcher=toHaveAttribute / 697 unique assertionsから51 flowsをround-robin抽出
UAT-051,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,タブ・2ペイン,keeps both panes reachable inside a 640px viewport,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,uat-regressions.spec.ts:910 のユーザーフローを実行し、expect(dimensions.scrollWidth)を観測,expect(dimensions.scrollWidth).toBeGreaterThan(dimensions.clientWidth) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:910,matcher=toBeGreaterThan / 697 unique assertionsから51 flowsをround-robin抽出
UAT-052,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,アクセシビリティ・表示,keeps every top bar control inside a 640px viewport,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,uat-regressions.spec.ts:934 のユーザーフローを実行し、expect(dimensions.scrollWidth)を観測,expect(dimensions.scrollWidth).toBe(dimensions.clientWidth) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:934,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-053,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps the beginning of code visible after narrow reference navigation,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"uat-regressions.spec.ts:958 のユーザーフローを実行し、expect(diff.locator('[data-line=""10""][data-editor-active-line]'))を観測","expect(diff.locator('[data-line=""10""][data-editor-active-line]')).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:958,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-054,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps agent explanation passive until a human opens an exact code reference,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:51 のユーザーフローを実行し、expect(page.getByRole(""heading"", { name: ""Fixture review updated"" }))を観測","expect(page.getByRole(""heading"", { name: ""Fixture review updated"" })).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:51,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-055,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,falls back to full text for an unchanged file opened from a Walkthrough reference,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:267 のユーザーフローを実行し、expect(displayDiffButton)を観測,"expect(displayDiffButton).toHaveAttribute(""aria-pressed"", ""true"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:267,matcher=toHaveAttribute / 697 unique assertionsから51 flowsをround-robin抽出
UAT-056,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps the PR range while switching a Walkthrough reference diff to split,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:351 のユーザーフローを実行し、expect(initialCommitSelection).notを観測,expect(initialCommitSelection).not.toBeNull() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:351,matcher=toBeNull / 697 unique assertionsから51 flowsをround-robin抽出
UAT-057,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps the review scope and reports a broken Walkthrough reference temporarily,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:410 のユーザーフローを実行し、expect(initialCommitSelection).notを観測,expect(initialCommitSelection).not.toBeNull() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:410,matcher=toBeNull / 697 unique assertionsから51 flowsをround-robin抽出
UAT-058,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,reports a Walkthrough reference load failure without calling it a broken link,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:446 のユーザーフローを実行し、expect(notice)を観測,expect(notice).toHaveText(`参照先を開けません · ${unavailablePath}`) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:446,matcher=toHaveText / 697 unique assertionsから51 flowsをround-robin抽出
UAT-059,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,resolves concurrent Walkthrough references independently in each pane,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:485 のユーザーフローを実行し、expect( page .locator('.document-pane[data-pane=""left""]') .getByRole(""tab"", { name: ""src/http/routes/orders.ts"" }), )を観測","expect( page .locator('.document-pane[data-pane=""left""]') .getByRole(""tab"", { name: ""src/http/routes/orders.ts"" }), ).toHaveAttribute(""aria-selected"", ""true"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:485,matcher=toHaveAttribute / 697 unique assertionsから51 flowsをround-robin抽出
UAT-060,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,does not let a delayed Walkthrough reference replace navigation that returned to its prior state,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:537 のユーザーフローを実行し、expect(rightPane.getByRole(""tab"", { name: ""src/fixture.ts"" }))を観測","expect(rightPane.getByRole(""tab"", { name: ""src/fixture.ts"" })).toHaveAttribute( ""aria-selected"", ""true"", ) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:537,matcher=toHaveAttribute / 697 unique assertionsから51 flowsをround-robin抽出
UAT-061,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,moves document tabs between at most two panes and previews repository Markdown,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:570 のユーザーフローを実行し、expect(sidebarStackLabels.map((label) => label.replace(/\s+/g, """").replace(/\d+$/, """")))を観測","expect(sidebarStackLabels.map((label) => label.replace(/\s+/g, """").replace(/\d+$/, """"))).toEqual([ ""ファイル"", ""検索"", ""コメント"", ""ウォークスルー"", ]) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:570,matcher=toEqual / 697 unique assertionsから51 flowsをround-robin抽出
UAT-062,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,"keeps native Markdown pointer selection stable across headings, tables, and code",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:878 のユーザーフローを実行し、expect(page.locator("".markdown-selection-comment-action""))を観測","expect(page.locator("".markdown-selection-comment-action"")).toHaveCount(0) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:878,matcher=toHaveCount / 697 unique assertionsから51 flowsをround-robin抽出
